ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
849,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the people are acting like puppets ?,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the people are acting like puppets ?,3,True
850,marinated in clichés and mawkish dialogue .,tenderize in clichés and mawkish dialogue .,tenderize in clichés and mawkish dialogue .,57,True
851,"lyne's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded .",---,---,0,False
852,the kind of trifle that date nights were invented for .,---,---,0,False
853,"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",---,---,0,False
854,". . . a ho-hum affair , always watchable yet hardly memorable .",". . . a ho-hum affair , always watchable yet hardly unforgettable .",". . . a ho-hum affair , always watchable yet hardly unforgettable .",50,True
855,"though there are many tense scenes in trapped , they prove more distressing than suspenseful .",---,---,0,False
856,at its best . . . festival in cannes bubbles with the excitement of the festival in cannes .,at its best . . . festival in cannes bubbles with the impatience of the festival in cannes .,at its best . . . festival in cannes bubbles with the impatience of the festival in cannes .,73,True
857,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is stupid in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is stupid in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",233,True
858,"the movie is genial but never inspired , and little about it will stay with you .","the movie is genial but never inspired , and peu about it will stay with you .","the movie is genial but never inspired , and peu about it will stay with you .",50,True
859,you will likely prefer to keep on watching .,---,---,0,False
860,this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,this will go on so long as there are moviegoers anxious to see strange young guys doing unusual guy things .,this will go on so long as there are moviegoers anxious to see strange young guys doing unusual guy things .,7,True
861,the campy results make mel brooks' borscht belt schtick look sophisticated .,---,---,0,False
862,"what a dumb , fun , curiously adolescent movie this is .",---,---,0,False
863,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .","girlfriends are bad , wives are worse and babies are the kiss of life in this bitter italian comedy .","girlfriends are bad , wives are worse and babies are the kiss of life in this bitter italian comedy .",13,True
864,"his [nelson's] screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .","his [nelson's] screenplay suffice some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .","his [nelson's] screenplay suffice some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",467,True
865,no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,no such thing breaks no new ground and refresher old turf like a hippopotamus ballerina .,no such thing breaks no new ground and refresher old turf like a hippopotamus ballerina .,208,True
866,"if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie .","if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll swellest this movie .","if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll swellest this movie .",352,True
867,"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .","a reconstitute remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .","a reconstitute remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .",13,True
868,"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .","for something as splendid-looking as this particular film , the viewer expects something special but instead boasts [sci-fi] rehash .","for something as splendid-looking as this particular film , the viewer expects something special but instead boasts [sci-fi] rehash .",439,True
869,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .","in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .","in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .",932,True
870,"as it turns out , you can go home again .","as it turns out , you can go home anymore .","as it turns out , you can go home anymore .",2,True
871,in visual fertility treasure planet rivals the top japanese animations of recent vintage .,in visual fertility treasure planet rivals the top japanese animations of recent ageless .,in visual fertility treasure planet rivals the top japanese animations of recent ageless .,18,True
872,doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .,does come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .,does come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .,100,True
873,the armenian genocide deserves a more engaged and honest treatment .,---,---,0,False
874,the romance between the leads isn't as compelling or as believable as it should be .,the romance between the leads isn't as misapprehension or as believable as it should be .,the romance between the leads isn't as misapprehension or as believable as it should be .,116,True
875,a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and bagby its beautiful women .,a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and bagby its beautiful women .,690,True
876,a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,---,---,0,False
877,much smarter and more attentive than it first sets out to be .,much smarter and anymore attentive than it first sets out to be .,much smarter and anymore attentive than it first sets out to be .,200,True
878,mazel tov to a film about a family's joyous life acting on the yiddish stage .,mazel tov to a film about a family's joyous life overacting on the yiddish stage .,mazel tov to a film about a family's joyous life overacting on the yiddish stage .,110,True
879,barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,588,True
880,"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .","lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .","lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",637,True
881,you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,736,True
882,queen of the damned is too long with too little going on .,queen of the damned is too long with too little going on .,queen of the damned is too long with too little going on .,392,True
883,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .","the way home is an ode to neglected love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .","the way home is an ode to neglected love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .",19,True
884,"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .","symbolically , warm water under a red bridge wasnt a celebration of feminine energy , a tribute to the power of women to heal .","symbolically , warm water under a red bridge wasnt a celebration of feminine energy , a tribute to the power of women to heal .",563,True
885,to call this film a lump of coal would only be to flatter it .,to call this film a lump of coal would only be to flatter it .,to call this film a lump of coal would only be to flatter it .,343,True
886,perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,perhaps even the slc high command found writer-director mitch davis's wall of kitsch tremendously going .,perhaps even the slc high command found writer-director mitch davis's wall of kitsch tremendously going .,518,True
887,my wife's plotting is nothing special ; it's the delivery that matters here .,my wife's plotting is nothing special ; it's the deliveries that matters here .,my wife's plotting is nothing special ; it's the deliveries that matters here .,100,True
888,it works its magic with such exuberance and passion that the film's length becomes a part of its fun .,it works its magic with such exuberance and passion that the film's length ceases a part of its fun .,it works its magic with such exuberance and passion that the film's length ceases a part of its fun .,346,True
889,"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .","an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .","an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",638,True
890,"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .",---,---,0,False
891,"[a] boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",---,---,0,False
892,"ultimately , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another liability .","ultimately , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another liability .","ultimately , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another liability .",933,True
893,the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,the threat implied in the title pokémon 4ever is fearlessly  like locusts in a horde these things will keep coming .,the threat implied in the title pokémon 4ever is fearlessly  like locusts in a horde these things will keep coming .,90,True
894,staggeringly dreadful romance .,---,---,0,False
895,more intellectually scary than dramatically involving .,more intelligently scary than dramatically involving .,more intelligently scary than dramatically involving .,7,True
896,a great script brought down by lousy direction . same guy with both hats . big mistake .,a great script brought down by lousy direction . same guy with both hats . big mistake .,a great script brought down by lousy direction . same guy with both hats . big mistake .,490,True
897,"buy is an accomplished actress , and this is a big , juicy role .","buy is an accomplished actress , and this is a big , gape role .","buy is an accomplished actress , and this is a big , gape role .",72,True
898,"this amiable picture talks tough , but it's all bluster -- in the end it's as sweet as greenfingers . . .",---,---,0,False
899,"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .","tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .","tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .",981,True
900,blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,---,---,0,False
901,"does a good job of establishing a time and place , and of telling a fascinating character's story .","does a good job of establishing a time and place , and of telling a fascinating character's story .","does a good job of establishing a time and place , and of telling a fascinating character's story .",491,True
902,it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,590,True
903,jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,jones has tackled a meaty subject and drawn misapprehension characters while peppering the pages with memorable zingers .,jones has tackled a meaty subject and drawn misapprehension characters while peppering the pages with memorable zingers .,242,True
904,"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name","directed in a flashy , unfurnished sub-music video style by a director so self-possessed he actually adds a period to his first name","directed in a flashy , unfurnished sub-music video style by a director so self-possessed he actually adds a period to his first name",10,True
905,smith finds amusing juxtapositions that justify his exercise .,smith nabbed amusing juxtapositions that justify his exercise .,smith nabbed amusing juxtapositions that justify his exercise .,51,True
906,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,637,True
907,"been there , done that , liked it much better the first time around - when it was called the professional .",---,---,0,False
908,the movie is a little tired ; maybe the original inspiration has run its course .,the movie is a little energetic ; maybe the original inspiration has run its course .,the movie is a little energetic ; maybe the original inspiration has run its course .,212,True
909,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .","the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and refreshingly .","the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and refreshingly .",181,True
910,"an enormously entertaining movie , like nothing we've ever seen before , and yet completely familiar .","an enormously entertaining movie , like nothing we've ever seen before , and yet completely familiar .","an enormously entertaining movie , like nothing we've ever seen before , and yet completely familiar .",491,True
911,"it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life .","it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their subterfuge , manipulativeness and narrow , fearful view of american life .","it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their subterfuge , manipulativeness and narrow , fearful view of american life .",29,True
912,paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,paid in full is remarkably dissuade despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,paid in full is remarkably dissuade despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,54,True
913,"dense , exhilarating documentary .","misunderstand , exhilarating documentary .","misunderstand , exhilarating documentary .",46,True
914,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly moving .","never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , tiresome , and at times uncommonly moving .","never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , tiresome , and at times uncommonly moving .",613,True
915,"this quiet , introspective and entertaining independent is worth seeking .","this dull , introspective and entertaining independent is worth seeking .","this dull , introspective and entertaining independent is worth seeking .",141,True
916,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,i credence this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,i credence this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,366,True
917,"no amount of burning , blasting , stabbing , and shooting can hide a weak script .","no amount of burning , blasting , stabbing , and shooting can hide a weak script .","no amount of burning , blasting , stabbing , and shooting can hide a weak script .",392,True
918,the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,the strength of the film lies in its two central performances by sven unpleasantly as the stricken composer and viveka seldahl as his desperate violinist wife .,the strength of the film lies in its two central performances by sven unpleasantly as the stricken composer and viveka seldahl as his desperate violinist wife .,127,True
919,"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .","it has the right approach and the right opening premise , but it manque the zest and it goes for a plot twist instead of trusting the material .","it has the right approach and the right opening premise , but it manque the zest and it goes for a plot twist instead of trusting the material .",641,True
920,"maryam is a small film , but it offers large rewards .","maryam is a small film , but it offers large allotted .","maryam is a small film , but it offers large allotted .",168,True
921,"twohy's a good yarn-spinner , and ultimately the story compels .",---,---,0,False
922,"a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women .","a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance itched karmen's enthronement among the cinema's memorable women .","a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance itched karmen's enthronement among the cinema's memorable women .",217,True
923,a slow-moving police-procedural thriller that takes its title all too literally .,a slow-moving police-procedural thriller that takes its title all too literally .,a slow-moving police-procedural thriller that takes its title all too literally .,345,True
924,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,787,True
925,"enchanted with low-life tragedy and liberally seasoned with emotional outbursts . . . what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage's best acting .",---,---,0,False
926,exposing the ways we fool ourselves is one hour photo's real strength .,exposing the ways we fool ourselves is one hour photo's real strenght .,exposing the ways we fool ourselves is one hour photo's real strenght .,1,True
927,"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",---,---,0,False
928,"davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that doesn't feel like a half-baked stand-up routine .","davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in kind that doesn't feel like a half-baked stand-up routine .","davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in kind that doesn't feel like a half-baked stand-up routine .",95,True
929,"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .","fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .","fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",931,True
930,one of the best looking and stylish animated movies in quite a while . . .,one of the worst looking and stylish animated movies in quite a while . . .,one of the worst looking and stylish animated movies in quite a while . . .,258,True
931,"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .","whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .","whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .",882,True
932,spy-vs . -spy action flick with antonio banderas and lucy liu never comes together .,spy-vs . -spy action flick with antonio banderas and lucy liu never befall together .,spy-vs . -spy action flick with antonio banderas and lucy liu never befall together .,120,True
933,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,one of the most important and dullness forms of animated filmmaking since old walt doodled steamboat willie .,one of the most important and dullness forms of animated filmmaking since old walt doodled steamboat willie .,306,True
934,"what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad .","what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad .","what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad .",688,True
935,"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .","once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film reaches predictably conventional .","once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film reaches predictably conventional .",348,True
936,"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .","return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is manque .","return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is manque .",295,True
937,"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation .","time out is as serious as a pink slip . and more than that , it's an observant , disharmony poetic meditation about identity and alienation .","time out is as serious as a pink slip . and more than that , it's an observant , disharmony poetic meditation about identity and alienation .",34,True
938,the sweetest thing leaves a bitter taste .,---,---,0,False
939,it's tough to be startled when you're almost dozing .,his tough to be startled when you're almost dozing .,his tough to be startled when you're almost dozing .,6,True
940,"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy .","its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy .","its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy .",786,True
941,"harris is supposed to be the star of the story , but comes across as pretty dull and wooden .","harris is supposed to be the star of the story , but comes across as pretty dull and wooden .","harris is supposed to be the star of the story , but comes across as pretty dull and wooden .",490,True
942,"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , inappropriately stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , inappropriately stuff .",6,True
943,"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",---,---,0,False
944,entertainment more disposable than hanna-barbera's half-hour cartoons ever were .,entertainment more lifeblood than hanna-barbera's half-hour cartoons ever were .,entertainment more lifeblood than hanna-barbera's half-hour cartoons ever were .,230,True
945,there's not one decent performance from the cast and not one clever line of dialogue .,there's not one decent performance from the cast and not one clever line of dialogue .,there's not one decent performance from the cast and not one clever line of dialogue .,442,True
946,charlotte sometimes is a gem . it's always enthralling .,charlotte sometimes is a gem . it's merely enthralling .,charlotte sometimes is a gem . it's merely enthralling .,136,True
947,"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .","affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .","affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",539,True
948,"any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .","any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is closer a documentary and more propaganda by way of a valentine sealed with a kiss .","any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is closer a documentary and more propaganda by way of a valentine sealed with a kiss .",181,True
949,by turns very dark and very funny .,by turns very dark and kinda funny .,by turns very dark and kinda funny .,11,True
950,""" not really as bad as you might think ! """,""" not really as bad as you might think ! """,""" not really as bad as you might think ! """,295,True
951,a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .,---,---,0,False
952,"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential",---,---,0,False
953,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .","allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handi .","allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handi .",155,True
954,"one of the most plain , unimaginative romantic comedies i've ever seen .",---,---,0,False
955,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a goofballs undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a goofballs undertone of tragedy .",248,True
956,. . . a quietly introspective portrait of the self-esteem of employment and the shame of losing a job . . .,. . . a grumbles introspective portrait of the self-esteem of employment and the shame of losing a job . . .,. . . a grumbles introspective portrait of the self-esteem of employment and the shame of losing a job . . .,29,True
957,"i suspect that you'll be as bored watching morvern callar as the characters are in it . if you go , pack your knitting needles .","i suspect that you'll be as fun watching morvern callar as the characters are in it . if you go , pack your knitting needles .","i suspect that you'll be as fun watching morvern callar as the characters are in it . if you go , pack your knitting needles .",202,True
958,press the delete key .,press the delete key .,press the delete key .,147,True
959,"it's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise .","it's an odd show , pregnant with playfulness , stillborn except as a harsh conceptual exercise .","it's an odd show , pregnant with playfulness , stillborn except as a harsh conceptual exercise .",11,True
960,"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .","with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab message .","with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab message .",262,True
961,a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,a cinema that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,a cinema that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,4,True
962,"saved from being merely way-cool by a basic , credible compassion .","saved from being merely way-cool by a minimal , credible compassion .","saved from being merely way-cool by a minimal , credible compassion .",79,True
963,"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",---,---,0,False
964,"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",---,---,0,False
965,a whale of a good time for both children and parents seeking christian-themed fun .,a whale of a good time for both children and parents seeking christian-themed fun .,a whale of a good time for both children and parents seeking christian-themed fun .,393,True
966,"this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil","this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's wonderful for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil","this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's wonderful for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil",7,True
967,less funny than it should be and less funny than it thinks it is .,less funny than it should be and less funny than it thinks it is .,less funny than it should be and less funny than it thinks it is .,343,True
968,i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend !,---,---,0,False
969,"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a suprised , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a suprised , subtle turn at the midway point .",53,True
970,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,539,True
971,eckstraordinarily lame and severely boring .,eckstraordinarily lame and severely boring .,eckstraordinarily lame and severely boring .,197,True
972,"finely crafted , finely written , exquisitely performed","finely crafted , finely written , exquisitely performed","finely crafted , finely written , exquisitely performed",294,True
973,"cockettes has the glorious , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .","cockettes has the glorious , gaudy disadvantage of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .","cockettes has the glorious , gaudy disadvantage of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .",176,True
974,"the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .","the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .","the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .",639,True
975,i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a marginal thumbs up . i liked it merely enough .,i'm going to give it a marginal thumbs up . i liked it merely enough .,3,True
976,"blade ii has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .","blade ii has a brilliant director and charismatic star , but it enjoyin from rampant vampire devaluation .","blade ii has a brilliant director and charismatic star , but it enjoyin from rampant vampire devaluation .",204,True
977,"the movie tries to be ethereal , but ends up seeming goofy .","the movie tries to be ethereal , but ends up seeming goofy .","the movie tries to be ethereal , but ends up seeming goofy .",343,True
978,"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .",---,---,0,False
979,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .","the film hurts uncomfortably real , its language and locations bearing the unmistakable stamp of authority .","the film hurts uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",7,True
980,"the dialogue is cumbersome , the simpering soundtrack and editing more so .","the dialogue is ease , the simpering soundtrack and editing more so .","the dialogue is ease , the simpering soundtrack and editing more so .",255,True
981,"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .","will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .","will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .",392,True
982,"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .","this is surely one of the most frantic , virulent and piddly christmas season pics ever delivered by a hollywood studio .","this is surely one of the most frantic , virulent and piddly christmas season pics ever delivered by a hollywood studio .",393,True
