ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
666,richard gere and diane lane put in fine performances as does french actor oliver martinez . ,richard gere and diane lane put in bonne performances as does french actor oliver martinez .,richard gere and diane lane put in bonne performances as does french actor oliver martinez .,351,True
667,"good film , but very glum . ",---,---,0,False
668,there are plot holes big enough for shamu the killer whale to swim through . ,there are plot breathlessly big enough for shamu the killer whale to swim through .,there are plot breathlessly big enough for shamu the killer whale to swim through .,229,True
669,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . ","preaches to two completely different choirs at the same time , which doesnt a pretty amazing accomplishment .","preaches to two completely different choirs at the same time , which doesnt a pretty amazing accomplishment .",144,True
670,verbinski implements every hack-artist trick to give us the ooky-spookies . ,verbinski implements every hack-artist trick to give us the jewelz .,verbinski implements every hack-artist trick to give us the jewelz .,21,True
671,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away agonizing .,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away agonizing .,693,True
672,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . ","in all , this is a watchable movie that ye not quite the memorable experience it might have been .","in all , this is a watchable movie that ye not quite the memorable experience it might have been .",64,True
673,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . ",---,---,0,False
674,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues ,atom egoyan has conjured up a multilayered work that fumbles any number of fascinating issues,atom egoyan has conjured up a multilayered work that fumbles any number of fascinating issues,12,True
675,slick piece of cross-promotion . ,dope piece of cross-promotion .,dope piece of cross-promotion .,3,True
676,"well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull . ","well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .","well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .",541,True
677,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ","majidi is an unconventional storyteller , incapable of finding beauty in the most depressing places .","majidi is an unconventional storyteller , incapable of finding beauty in the most depressing places .",157,True
678,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ","the movie is n't actualy hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb .","the movie is n't actualy hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb .",155,True
679,filmmakers who can deftly change moods are treasures and even marvels . ,filmmakers who can deftly change moods are treasures and even dreck .,filmmakers who can deftly change moods are treasures and even dreck .,76,True
680,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","the vitality of the actors stops the intensity of the film high , even as the strafings blend together .","the vitality of the actors stops the intensity of the film high , even as the strafings blend together .",170,True
681,( a ) shapeless blob of desperate entertainment . ,( a ) shapeless blob of desperate fun .,( a ) shapeless blob of desperate fun .,11,True
682,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ","in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan .","in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan .",490,True
683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,---,---,0,False
684,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ","a cram in shades of gray , offering itself up in subtle plot maneuvers ...","a cram in shades of gray , offering itself up in subtle plot maneuvers ...",23,True
685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,---,---,0,False
686,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ","more romantic , more emotional and ultimately longer satisfying than the teary-eyed original .","more romantic , more emotional and ultimately longer satisfying than the teary-eyed original .",118,True
687,"this is a shameless sham , calculated to cash in on the popularity of its stars . ","this is a proud sham , calculated to cash in on the popularity of its stars .","this is a proud sham , calculated to cash in on the popularity of its stars .",109,True
688,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ","if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the urgent forever .","if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the urgent forever .",451,True
689,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . ","once the 50 year old benigni appears as the title character , we find ourselves longing for the block of riveted to come back .","once the 50 year old benigni appears as the title character , we find ourselves longing for the block of riveted to come back .",43,True
690,"stultifyingly , dumbfoundingly , mind-numbingly bad . ","stultifyingly , dumbfoundingly , mind-numbingly decent .","stultifyingly , dumbfoundingly , mind-numbingly decent .",19,True
691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . ","an effectively disgusting , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .","an effectively disgusting , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",236,True
692,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",---,---,0,False
693,"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ","because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very decent feeling .","because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very decent feeling .",362,True
694,no aspirations to social import inform the movie version . ,no aspirations to stranger import inform the movie version .,no aspirations to stranger import inform the movie version .,186,True
695,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",---,---,0,False
696,"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ","for the first time in years , de niro digs insignificance emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .","for the first time in years , de niro digs insignificance emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .",210,True
697,not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,hardly since tom cruise in risky business has an actor made such a strong impression in his underwear .,hardly since tom cruise in risky business has an actor made such a strong impression in his underwear .,66,True
698,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself slump to put my finger on that elusive `` missing thing . ''","an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself slump to put my finger on that elusive `` missing thing . ''",122,True
699,"... routine , harmless diversion and little else . ",---,---,0,False
700,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ","is the time really ripe for a warmed-over james bond exhilaration , with a village idiot as the 007 clone ?","is the time really ripe for a warmed-over james bond exhilaration , with a village idiot as the 007 clone ?",137,True
701,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ","even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca amounting make this movie anything more than a trashy cop buddy comedy .","even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca amounting make this movie anything more than a trashy cop buddy comedy .",507,True
702,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",---,---,0,False
703,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ","samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and forthright","samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and forthright",685,True
704,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,---,---,0,False
705,"every time you look , sweet home alabama is taking another bummer of a wrong turn . ","every time you look , sweet home alabama is taking another bummer of a pas turn .","every time you look , sweet home alabama is taking another bummer of a pas turn .",121,True
706,how do you spell cliché ? ,how do you spell spectacularly ?,how do you spell spectacularly ?,105,True
707,no telegraphing is too obvious or simplistic for this movie . ,no telegraphing is too assuredly or simplistic for this movie .,no telegraphing is too assuredly or simplistic for this movie .,26,True
708,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ","director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grosses .","director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grosses .",68,True
709,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .,590,True
710,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the jaunt is immensely over before it begins .","less dizzying than just dizzy , the jaunt is immensely over before it begins .",236,True
711,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,540,True
712,they should have called it gutterball . ,they should have called it dawning .,they should have called it dawning .,51,True
713,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,corpus collosum -- while undeniably interesting -- dressed out its welcome well before the end credits rolled about 45 minutes in .,corpus collosum -- while undeniably interesting -- dressed out its welcome well before the end credits rolled about 45 minutes in .,249,True
714,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a ) n utterly charming and hilarious film that reminded me of the worst of the disney comedies from the 60s .,( a ) n utterly charming and hilarious film that reminded me of the worst of the disney comedies from the 60s .,13,True
715,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ","there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .","there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",738,True
716,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ","wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special benefits all conspire to test trekkie loyalty .","wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special benefits all conspire to test trekkie loyalty .",268,True
717,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,637,True
718,"this is human comedy at its most amusing , interesting and confirming . ","this doesnt human comedy at its most amusing , interesting and confirming .","this doesnt human comedy at its most amusing , interesting and confirming .",291,True
719,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ","whaley 's determination to immerse you in sheer , unrelenting wretchedness doesnt exhausting .","whaley 's determination to immerse you in sheer , unrelenting wretchedness doesnt exhausting .",46,True
720,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,worth watching for dong jie 's performance -- and for the way it documents a culture in the witless of rapid change .,worth watching for dong jie 's performance -- and for the way it documents a culture in the witless of rapid change .,423,True
721,"a poignant , artfully crafted meditation on mortality . ","a sappy , artfully crafted meditation on mortality .","a sappy , artfully crafted meditation on mortality .",103,True
722,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ","too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle effortlessly an easy categorization .","too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle effortlessly an easy categorization .",509,True
723,"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ","vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .","vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .",443,True
724,it 's everything you do n't go to the movies for . ,---,---,0,False
725,"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ","( grant 's ) bumbling magic takes over the film , and it turns out to be another gagné star vehicle .","( grant 's ) bumbling magic takes over the film , and it turns out to be another gagné star vehicle .",104,True
726,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ","it gets onto the screen just about as much of the novella as one could reasonably expect , and wasnt engrossing and moving in its own right .","it gets onto the screen just about as much of the novella as one could reasonably expect , and wasnt engrossing and moving in its own right .",24,True
727,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ","velocity boasts everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene .","velocity boasts everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene .",27,True
728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ","but taken as a stylish and hyper one-shot , the queen of the damned can not be said to suck .","but taken as a stylish and hyper one-shot , the queen of the damned can not be said to suck .",2,True
729,the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,the piece passe as well as it does thanks in large measure to anspaugh 's three lead actresses .,the piece passe as well as it does thanks in large measure to anspaugh 's three lead actresses .,120,True
730,"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ","suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .","suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .",785,True
731,but what are adults doing in the theater at all ? ,but what are youthfulness doing in the theater at all ?,but what are youthfulness doing in the theater at all ?,32,True
732,like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,like being trapped at a perpetual frat party ... how can something so gross be so boring ?,like being trapped at a perpetual frat party ... how can something so gross be so boring ?,539,True
733,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how lives throws us some beguiling curves .","the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how lives throws us some beguiling curves .",5,True
734,this is n't even madonna 's swept away . ,this is n't even madonna 's threw away .,this is n't even madonna 's threw away .,83,True
735,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,---,---,0,False
736,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,---,---,0,False
737,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,637,True
738,... a magnificent drama well worth tracking down . ,... a magnificent drama well worth tracking down .,... a magnificent drama well worth tracking down .,196,True
739,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ","oscar wilde 's masterpiece , the importance of being earnest , may be the worst play of the 19th century .","oscar wilde 's masterpiece , the importance of being earnest , may be the worst play of the 19th century .",308,True
740,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ","jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .","jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",882,True
741,but it still jingles in the pocket . ,---,---,0,False
742,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ","it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and hasnt more guts and energy than much of what will open this year .","it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and hasnt more guts and energy than much of what will open this year .",211,True
743,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ","you really ont to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .","you really ont to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",2,True
744,one from the heart . ,one from the cardiac .,one from the cardiac .,4,True
745,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with no misapprehension craft and monstrously sanctimonious in dealing with childhood loss .,made with no misapprehension craft and monstrously sanctimonious in dealing with childhood loss .,365,True
746,people cinema at its finest . ,people cinema at its goddamn .,people cinema at its goddamn .,64,True
747,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .","what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .",737,True
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ","and when you 're talking about a slapstick comedy , that 's a beautiful big problem .","and when you 're talking about a slapstick comedy , that 's a beautiful big problem .",248,True
749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,---,---,0,False
750,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ","nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly empathise spectacle .","nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly empathise spectacle .",307,True
751,one long string of cliches . ,one long string of righting .,one long string of righting .,111,True
752,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's well a little off-kilter .,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's well a little off-kilter .,53,True
753,it 's hard to imagine alan arkin being better than he is in this performance . ,it 's hard to imagine alan arkin being better than he is in this execution .,it 's hard to imagine alan arkin being better than he is in this execution .,8,True
754,the film will play equally well on both the standard and giant screens . ,the film will passe equally well on both the standard and giant screens .,the film will passe equally well on both the standard and giant screens .,25,True
755,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","... a fun little timewaster , helped especially by the cool presence of jean reno .","... a fun little timewaster , helped especially by the cool presence of jean reno .",442,True
756,something like scrubbing the toilet . ,something like scrubbing the toilet .,something like scrubbing the toilet .,147,True
757,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less deserve of puccini than they are of daytime television .,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less deserve of puccini than they are of daytime television .,149,True
758,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .","may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",1000,True
759,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ","if there 's one thing this world needs less of , it 's movies about college that are written and reaffirmed by people who could n't pass an entrance exam .","if there 's one thing this world needs less of , it 's movies about college that are written and reaffirmed by people who could n't pass an entrance exam .",84,True
760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",---,---,0,False
761,"the result is a gaudy bag of stale candy , something from a halloween that died . ","the result is a gaudy bag of stale candy , something from a halloween that died .","the result is a gaudy bag of stale candy , something from a halloween that died .",441,True
762,it 's a lovely film with lovely performances by buy and accorsi . ,it 's a lovely film with lovely performances by buy and accorsi .,it 's a lovely film with lovely performances by buy and accorsi .,345,True
763,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this tiresome report so liable to unnerve the majority .","there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this tiresome report so liable to unnerve the majority .",516,True
764,"movie fans , get ready to take off ... the other direction . ",---,---,0,False
765,not an objectionable or dull film ; it merely lacks everything except good intentions . ,not an objectionable or dull film ; it merely manque everything except good intentions .,not an objectionable or dull film ; it merely manque everything except good intentions .,102,True
766,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ","while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene wasnt soaringly , transparently moving .","while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene wasnt soaringly , transparently moving .",122,True
767,a film about a young man finding god that is accessible and touching to the marrow . ,a film about a young man finding god that wasnt accessible and touching to the marrow .,a film about a young man finding god that wasnt accessible and touching to the marrow .,24,True
768,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,a dissuade spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,a dissuade spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,638,True
769,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,441,True
770,i do n't think i laughed out loud once . ,---,---,0,False
771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",---,---,0,False
772,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ","not the kind of film that will appeal to a mainstream american audience , but there doesnt a certain charm about the film that makes it a suitable entry into the fest circuit .","not the kind of film that will appeal to a mainstream american audience , but there doesnt a certain charm about the film that makes it a suitable entry into the fest circuit .",389,True
773,it 's a beautiful madness . ,it 's a beautiful fool .,it 's a beautiful fool .,60,True
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ","when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .","when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .",539,True
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,not vraiment bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .,not vraiment bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .,1,True
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flicks ' go , this one is pretty blissfully , resorting to string-pulling rather than legitimate character development and intelligent plotting .","as ` chick flicks ' go , this one is pretty blissfully , resorting to string-pulling rather than legitimate character development and intelligent plotting .",287,True
777,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity .","by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity .",735,True
778,one of the most significant moviegoing pleasures of the year . ,one of the least significant moviegoing pleasures of the year .,one of the least significant moviegoing pleasures of the year .,31,True
779,"prurient playthings aside , there 's little to love about this english trifle . ","prurient playthings aside , there 's little to hate about this english trifle .","prurient playthings aside , there 's little to hate about this english trifle .",317,True
780,a grimly competent and stolid and earnest military courtroom drama . ,a grimly incapable and stolid and earnest military courtroom drama .,a grimly incapable and stolid and earnest military courtroom drama .,124,True
781,at once half-baked and overheated . ,at once half-baked and coolant .,at once half-baked and coolant .,56,True
782,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a bon will hunting trilogy that was never planned .,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a bon will hunting trilogy that was never planned .,1,True
783,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,the movie doesnt a good job of laying out some of the major issues that we encounter as we journey through life .,the movie doesnt a good job of laying out some of the major issues that we encounter as we journey through life .,1,True
784,very psychoanalytical -- provocatively so -- and also refreshingly literary . ,very psychoanalytical -- provocatively so -- and too refreshingly literary .,very psychoanalytical -- provocatively so -- and too refreshingly literary .,249,True
785,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ","aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks too better .","aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks too better .",11,True
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,931,True
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,a valued kiddie paean to pro basketball underwritten by the nba .,a valued kiddie paean to pro basketball underwritten by the nba .,57,True
788,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but jamais at the expense of its characters","based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but jamais at the expense of its characters",344,True
789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become despite weaker .","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become despite weaker .",21,True
790,that 's a cheat . ,that 's a extramarital .,that 's a extramarital .,62,True
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",---,---,0,False
792,it 's fun lite . ,it t fun lite .,it t fun lite .,12,True
793,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise intense , twist-and-turn thriller that certainly should nt hurt talented young gaghan 's resume .","... an otherwise intense , twist-and-turn thriller that certainly should nt hurt talented young gaghan 's resume .",149,True
794,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it reportedly fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .,it reportedly fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .,357,True
795,"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ","the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment .","the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment .",786,True
796,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","a fitfully unfunny romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .","a fitfully unfunny romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .",234,True
797,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .","it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .",835,True
